sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
144,honeywell 电 风扇 ， amazon 23 .,哈尼维尔 电 风扇 ， 亚马逊 23 .,[],[0_4_5_6],[0_4_5_6],[3_6],[3_6]
145,毕业 甩卖 家具 （ 具体 价格 图片 见 google doc ）,毕业 甩卖 家具 （ 具体 价格 图片 见 谷歌 文档 ）,[],[8_9_10],[8_9_10],[3_10],[3_10]
146,位置 在 hobart street ， squirrel hill .,位置 在 霍巴特街 ， 松鼠山 .,[],[2_3_4_5_6_7],[2_3_4_5],[4_7],[3_5]
147,楼 主 发现 amazon 刚刚 匹配 了 $ 33 .,楼 主 发现 亚马逊 刚刚 匹配 了 $ 33 .,[],[3],[3_8_9],[7_9],[7_9]
148,sony 的 2 .,索尼 的 2 .,[],[0],[0_2_3],[3],[3]
149,amazon 原价 23 .,亚马逊 原价 23 .,[],[0],[0_2_3],[3],[3]
150,这 款 面 包机 在 amazon 卖 $ 54 .,这 款 面 包机 在 亚马逊 卖 $ 54 .,[],[5],[5_8_9],[7_9],[7_9]
151,target （ 电子 产品 ， 家居 ， 衣物 等 。,塔吉特 （ 电子 产品 ， 家居 ， 衣物 等 。,[],[0_1],[0_1],[1_4_6_9],[1_4_6_9]
152,apple watch 送 $100 礼品 卡 （ 相当于 $249 ） ;,苹果 手表 送 $100 礼品 卡 （ 相当于 $249 ） ;,[],[0_1],[0_1],[6_9_10],[3_6_8_9_10]
153,best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,百 思 买 的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,[],[0_1_4],[0_1_2_5],[12_19],[13_20]
154,staples （ 电器 ， 电子 产品 ）,订书机 （ 电器 ， 电子 产品 ）,[],[0_1],[0_1],[1_3_6],[1_3_6]
155,kindle paperwhite$99 ( 原价 $ 119 .,电子书 $99 ( 原价 $ 119 .,[],[0_1_2],[0_1_2_5_6],[2_4_6],[1_2_4_6]
156,ebay （ 综合 类 。,易趣 （ 综合 类 。,[],[0_1],[0_1],[1_4],[1_4]
157,jc penney （ 主要 是 衣服 ， 很多 冬装 9 .,杰西 盘 尼 （ 主要 是 衣服 ， 很多 冬装 9 .,[],[0_1_2],[0_1_2_3_10_11],[2_6_10],[3_7_11]
158,差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,差不多 算是 全新 的 了 ， 适合 带 全 壁炉 的 公寓 或 独 栋 住宅 使用 。,[],[8_12],[7_8_9_13_14_15],[5_14],[5_17]
159,具体 联系 ： lig em@7,具体 联系 ： lig em@7,[lig],[3_4],[3_4],[2_4],[2_4]
160,高清 图片 见 google doc,高清 图片 见 谷歌 文档,[],[3_4],[3_4]
161,可以 轻松 在 cmos 里 超频 。,可以 轻松 在 计算机 芯片 里 超频 。,[],[3],[3_4],[6],[7]
162,id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,[sharing],[0_1_2_3],[0_1_2_3],[1_3_8_10_11_13],[0_1_3_8_10_11_13]
163,html （ 价格 可以 商量 ）,超 文字 标记 语言 （ 价格 可以 商量 ）,[],[0_1],[0_1_2_3_4],[1_5],[4_8]
164,update : 依然 有效 ， 现在 $ 25 .,更新 : 依然 有效 ， 现在 $ 25 .,[],[0_1],[0_1_7_8],[1_4_6_8],[1_4_6_8]
165,amazon 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,亚马逊 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,[],[0],[0],[6_21],[6_21]
166,dell st 201020-inch 16:9 aspect ratio flat panel monitor + 音响 $40,戴尔 2010 款 20 英寸 16:9 平板 显示器 + 音响 $40,[],[0_1_2_3_4_5_6_7_8_9],[0_1_2_3_4_5_6_7_8],[9],[5_8_10]
167,平时 用 的 很 仔细 ， condition 很好 。,平时 用 的 很 仔细 ， 状态 很 好 。,[],[6],[6_8_9],[5_8],[5_9]
168,感兴趣 的 请 email 至 em@9,感兴趣 的 请 发电子 邮件 至 em@9,[],[3],[3_4],[5],[6]
169,hello ， 大家 好,嘿 ， 大家 好,[],[0_1],[0_1],[1],[1]
170,轻薄 便捷 ， usb 连接,轻薄 便捷 ， 通用 串行 总线 连接,[],[3],[3_4_5],[2],[2]
171,电磁场 与 电磁波 david k .,电磁场 与 电磁波 大卫 k .,[k],[3_4_5],[3_4_5],[5],[5]
172,动态 系统 的 数字 控制 gene f .,动态 系统 的 数字 控制 基因 f .,[f],[5_6_7],[5_6_7],[7],[7]
173,仍然 available :,仍然 有效 :,[],[1_2],[1_2],[2],[2]
174,坐标 craig 上 的 cvs 附近,坐标 克列戈 街 上 的 cvs （ 超市名 ） 附近,[cvs],[1_4],[1_2_5_6_7_8],,[6_8]
175,选择 standard shipping 即 可 免 运费 。,选择 标准 运送 即 可 免 运费 。,[],[1_2],[1_2],[7],[7]
176,因 太太 准备 开车 ， 不 习惯 开 suv ， 所以 正在 购买 新车 中 。,因 太太 准备 开车 ， 不 习惯 开 城市 功能 越野车 ， 所以 正在 购买 新车 中 。,[],[8_9],[8_9_10_11],[4_9_15],[4_11_17]
177,成色 不错 啊 ， 是 clean title 吗,成色 不错 啊 ， 是 干净 标题 吗,[],[5_6],[5_6],[3],[3]
178,一 个 是 独立 房 ， 一 个 是 condo .,一 个 是 独立 房 ， 一 个 是 公寓 .,[],[9_10],[9_10],[5_10],[5_10]
179,utility : 自理 （ 约 70-100 / 月 ）,水电气 : 自理 （ 约 70-100 / 月 ）,[],[0_1],[0_1],[1_3_6_8],[1_3_5_6_8]
180,个人 平时 比较 宅 ， 不 开 party 。,个人 平时 比较 宅 ， 不 开 聚会 。,[],[7_8],[7_8],[4_8],[4_8]
181,有意 请 email 至 em@10,有意 请 发电子 邮件 至 em@10,[],[2],[2_3],[4],[5]
182,啊 不 好意思 我 已经 update 了 联系 方式 了,啊 不 好意思 我 已经 更新 了 联系 方式 了,[],[5],[5]
183,现在 还 available,现在 还 有效,[],[2],[2]
184,south oakland 独立 一 室 一 厅 公寓 出租 ！,南 奥克兰 独立 一 室 一 厅 公寓 出租 ！,[],[0_1],[0_1],[9],[9]
185,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 迈耶斯 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,[],[11],[11],[8_20_23],[8_20_23]
186,） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,） 公寓 情况 ： 莫扎特 是 匹兹堡 的 大 物业 ， 艾林顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便 。,[],[0_4_11_13],[0_4_11_13],[0_3_10_17_23],[0_3_10_17_23]
187,精装 修 、 家具 全 、 free 无线 上网 !,精装 修 、 家具 全 、 免费 无线 上网 !,[],[6],[6],[2_5_9],[2_5_9]
188,oakland 的 干净 精致 好 房 您 不 能 错过 ！,奥克兰 的 干净 精致 好 房 您 不 能 错过 ！,[],[0],[0],[10],[10]
189,精装 修 家具 全 free 无线 上网 !,精装 修 家具 全 免费 无线 上网 !,[],[4],[4],[7],[7]
190,地点 ： central oakland,地点 ： 中 奥克兰,[],[2_3],[2_3],[1],[1]
191,环境 ： 住宅 街区 ， street parking 。,环境 ： 住宅 街区 ， 提供 路边 停车 。,[],[5_6_7],[5_6_7_8],[1_4_7],[1_4_8]
192,房型 ： house,房型 ： 大 独 栋 住宅,[],[2],[2_3_4_5],[1],[1]
193,欢迎 email 咨询,欢迎 电子 邮件 咨询,[],[1],[1_2]
194,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .,[],[2_9_10],[2_9_10],[6_10],[6_10]
195,本人 ： 男 ， 第二 年 pitt phd 。,本人 ： 男 ， 第二 年 匹兹堡 大学 博士 。,[],[6_7_8],[6_7_8_9],[1_3_8],[1_3_9]
196,house 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 share 卫生间 。,住宅 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 共 享 卫生间 。,[],[0_14],[0_14_15],[16],[17]
197,四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,四 个 房间 租金 分别 为 390，420，460，490 美 刀 / 月 。,[],[7_8],[7_8_9],[8_10],[6_9_11]
199,位置 ： north oakland/shadyside,位置 ： 北 奥克兰 / 沙迪,[],[2_3],[2_3_4_5],[1],[1_4]
200,有 pet 可以 商量,有 宠物 可以 商量,[],[1],[1]
201,欢迎 email 联系 咨询 。,欢迎 电子 邮件 联系 咨询 。,[],[1],[1_2],[4],[5]
202,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 谷歌 云 盘 的 链接 观看 照片 ， 谢谢 ！,[],[0_20_21_23],[0_20_21_22_24],[0_16_26_28],[0_16_27_29]
205,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11,[],[6],[6_7],[3_8],[3_9]
206,house 共 两 个 卧室 ， 一 个 阁楼 。,住宅 共 两 个 卧室 ， 一 个 阁楼 。,[],[0],[0],[5_9],[5_9]
207,阁楼 有 一 个 living room 和 一 个 bedroom 。,阁楼 有 一 个 客厅 和 一 个 卧室 。,[],[4_5_9_10],[4_8_9],[10],[9]
208,house 厨房 ， 厕所 宽敞 明亮 。,住宅 厨房 ， 厕所 宽敞 明亮 。,[],[0],[0],[2_6],[2_6]
209,本人 男 ， 今年 去 pitt 读 master ， 8 .,本人 男 ， 今年 去 匹兹堡 大学 读 硕士 ， 8 .,[],[5_7_8_9_10],[5_6_8_9_10_11],[2_8_10],[2_9_11]
211,要求 ： security deposit ， 爱 干净,要求 ： 保证金 ， 爱 干净,[],[2_3_4],[2_3],[1_4],[1_3]
212,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车,[],[10],[10_11],[7],[7]
213,联系 电话 : pn-7 ， email : em@12,联系 电话 : pn-7 ， 电子 邮件 : em@12,[],[5_6_7],[5_6_7_8],[2_3_4_6_7],[2_3_4_7_8]
214,这时 living room 的 图片 ， 比 卧室 要 大 。,这时 客厅 的 图片 ， 比 卧室 要 大 。,[],[1_2],[1],[5_10],[4_9]
217,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,户型 ： 一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；,[],[6_7_8_9_10],[6_7_8],[1_8_13],[1_7_11]
218,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,二 楼 是 三 间 卧室 和 一 个 完全 的 卫生间 ；,[],[9],[9_10],[11],[12]
219,长 租 all gone ！,长 租 全 没 了 ！,[],[2_3_4],[2_3_4_5],[4],[5]
220,room a$600 ( 双 人大 床 ） 已 租 ！,房间 a$600 ( 双 人大 床 ） 已 租 ！,[],[0_1_2],[0_1_2],[2_6_9],[1_2_6_9]
221,价格 ： $400 / 月 ( 包 所有 utilities 费用 ) 。,价格 ： $400 / 月 ( 包 所有 水电气 费用 ) 。,[],[8],[8],[1_3_5_10_11],[1_2_3_5_10_11]
222,update : 房间 皆 已 出租,更新 : 房间 皆 已 出租,[],[0_1],[0_1],[1],[1]
226,附近 有 cvs 等 超市 。,附近 有 cvs ( 超市名 ) 等 超市 。,[cvs],[2],[2_3_4_5],[5],[3_5_8]
227,可以 直接 签 lease ， 无 押金 ， 需要 预付 第一 个 月 房租 。,可以 直接 签 合同 ， 无 押金 ， 需要 预付 第一 个 月 房租 。,[],[3_4],[3_4],[4_7_14],[4_7_14]
228,utility : 自理 （ 约 60-100 / 月 ）,水电气 : 自理 （ 约 60-100 / 月 ）,[],[0_1],[0_1],[1_3_6_8],[1_3_5_6_8]
229,要求 爱 干净 ， 没有 不良 习惯 ， 喜欢 孩子 ， 女生 优先 ， christian 优先 。,要求 爱 干净 ， 没有 不良 习惯 ， 喜欢 孩子 ， 女生 优先 ， 基督教徒 优先 。,[],[14],[14],[3_7_10_13_16],[3_7_10_13_16]
230,房子 介绍 ： 两 室 两 厅 ， 一 个 full bathroom ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,房子 介绍 ： 两 室 两 厅 ， 一 个 完整 浴室 ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,[],[10_11_12],[10_11_12],[2_7_12_15_21_24],[2_7_12_15_21_24]
232,出门 走 一 分钟 不到 就 有 81-83 bus 。,出门 走 一 分钟 不到 就 有 81 - 83 公交 。,[],[8_9],[7_8_9_10_11],[9],[8_11]
233,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,负责 租赁 的 办公室 就 在 大厅 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,[],[0_1_4_5],[0_1_2_3_6_7],[5_10_20],[7_12_22]
234,② 离 各 大 超市 近 （ giant eagle ；,② 离 各 大 超市 近 （ 大 老鹰 ；,[],[7_8_9],[8_9],[6_9],[6_9]
240,或 发 邮件 联系 ： [ url = ] em@13,或 发 邮件 联系 ： [ 统一 资源 定位 符 = ] em@13,[],[6_7_8_9],[6_7_8_9_10_11_12],[4_5_7_8_9],[4_5_10_11_12]
241,环境 安静 ， apartments 评分 9 .,环境 安静 ， 公寓 评分 9 .,[],[3],[3_5_6],[2_6],[2_6]
242,运动 方面 参加 pitt 射箭 队 ， 以及 会 一点 羽毛球 。,运动 方面 参加 匹兹堡 射箭 队 ， 以及 会 一点 羽毛球 。,[],[3],[3],[6_11],[6_11]
243,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便 。,［ 治安 ］ 附近 治安 好 ， 公寓 有 门卫 ， 收发 快递 也 方便 。,[],[0_9_10],[0_9_10],[0_2_6_10_15],[0_2_6_10_15]
244,房子 在 bloom field bridge 旁边 。,房子 在 布卢姆菲尔德 桥 旁边 。,[],[2_3_4],[2_3],[6],[5]
245,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九 。,[],[0_1],[0_1],[1_10],[1_10]
246,物业 ： walnut 专人 负责 各 种 维修 ， 非常 安心 ；,物业 ： 核桃 资产 专人 负责 各 种 维修 ， 非常 安心 ；,[],[2],[2_3],[1_8_11],[1_9_12]
247,优点 ： 我 的 卧室 是 整 个 house 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；,优点 ： 我 的 卧室 是 整 个 住宅 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；,[],[8],[8],[1_13_19_25_28_31],[1_13_19_25_28_31]
248,房租 lease 到 7 .,房租 合同 到 7 .,[],[1],[1_3_4],[4],[4]
249,地址 位 于 beacon st .,地址 位 于 烽火 街 .,[],[3_4_5],[3_4_5],[5],[5]
250,后院 有 私家 车库 ， beacon st .,后院 有 私家 车库 ， 烽火 街 .,[],[5_6_7],[5_6_7],[4_7],[4_7]
251,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,二 楼 是 三 间 卧室 和 一 个 完整 的 卫生间 。,[],[9],[9],[12],[12]
252,三 楼 是 一 卧 一 卫 的 studio 。,三 楼 是 一 卧 一 卫 的 工作室 。,[],[8_9],[8_9],[9],[9]
253,up up up 顶 一下 。,顶顶 顶 顶 一下 。,[],[0_1_2],[0],[5],[4]
254,八月 开始 可 签 一 年 lease 。,八月 开始 可 签 一 年 合同 。,[],[6_7],[6_7],[7],[7]
255,性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你 。,性格 非常 好 ， 好 相处 ， 绝对 不 会 打扰 你 。,[],[2],[],[5_11],[3_6_12]
257,walnut street 步行 15-20 mins ， 逛街 吃饭 超 方便,核桃 街 步行 15 - 20 分钟 ， 逛街 吃饭 超 方便,[],[0_1_4_5],[0_1_3_4_5_6_7],[5],[4_7]
258,house 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .,独 栋 住宅 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .,[],[0],[0_1_2],[7_14],[9_16]
259,房东 非常 nice ， 有 需要 和 修理 会 马上 处理 。,房东 非常 好 ， 有 需要 和 修理 会 马上 处理 。,[],[2_3],[2_3],[3_11],[3_11]
260,地处 squirrel hill ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友 。,地处 松鼠山 ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友 。,[],[1_2_3],[1_2],[3_6_13_16_18_26],[2_5_12_15_17_25]
262,联系 电话 or text ： 412-6518342 jane,联系 电话 或者 短信 ： 412-6518342 jane,[jane],[2_3_4_5_6],[2_3_4_5_6],[4],[4_5]
263,有 attached 车库 可 用 。,有 附属 车库 可 用 。,[],[1],[1],[5],[5]
264,安装 有 智能 panel ， 可以 远程 手机 调控 暖气 温度 和 开关 。,安装 有 智能 面板 ， 可以 远程 手机 调控 暖气 温度 和 开关 。,[],[3_4],[3_4],[4_13],[4_13]
265,【 车库 】 ： attached 车库 。,【 车库 】 ： 附属 的 车库 。,[],[0_4],[0_4_5],[0_2_3_6],[0_2_3_7]
266,【 bonus 】 : 房东 在 google 工作 ， 可以 内 推 加 mock interview,【 福利 】 : 房东 在 谷歌 工作 ， 可以 内 推 加 模拟 面试,[],[0_1_2_3_6_13_14],[0_1_2_3_6_13_14],[0_2_3_8],[0_2_3_8]
267,长 租 ： all gone,长 租 ： 全 没了,[],[3_4],[3_4],[2],[2]
268,后院 《 ——————————————————————————————— 》 deck,后院 《 ——————————————————————————————— 》 阳台,[],[4],[4],[1_3],[1_2_3]
269,【 学习 娱乐 】 ： finished basement .,【 学习 娱乐 】 ： 完整 的 地下室 .,[],[0_5_6_7],[0_5_6_7_8],[0_3_4_7],[0_3_4_8]
271,main floor 格局 《 ——————————————————————————— 》 走廊,主楼 格局 《 ——————————————————————————— 》 走廊,[],[0_1],[0],[3_5],[2_3_4]
272,水晶 吊灯 《 —————————————————————— 》 楼梯 to downstairs,水晶 吊灯 《 —————————————————————— 》 楼梯 去 楼下,[],[6_7],[6_7],[2_4],[2_3_4]
273,材料 是 cedar 。,材料 是 cedar 。,[cedar],[2_3],[2_3],[3],[3]
274,地下室 《 game room and study room 》 《 ———————————— 》 外观,地下室 《 游戏厅 和 学习室 》 《 ———————————— 》 外观,[],[2_3_4_5_6_7_8_9_10],[2_3_4_5_6_7_8],[1_7_8_10],[1_5_6_7_8]
275,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
276,房东 在 google 工作 ， 可以 内 推 加 mock interview,房东 在 谷歌 工作 ， 可以 内 推 加 模拟 面试,[],[2_9_10],[2_9_10],[4],[4]
279,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多 。,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车 从 门前 经过 ， 而且 很多 。,[],[10],[10_11],[7_14_17],[7_15_18]
282,地点 ： oakland ;,地点 ： 奥克兰 ;,[],[2_3],[2_3],[1_3],[1_3]
283,联系 方式 : email : em@14,联系 方式 : 电子 邮件 : em@14,[],[3_4_5],[3_4_5_6],[2_4_5],[2_5_6]
286,公寓 门口 可以 street parking 。,公寓 门口 可以 路边 停车 。,[],[3_4_5],[3_4_5],[5],[5]
289,装修 好 的 single family house 在 forest hills ， 小区 环境 优美 ， 步行 3-5 分钟 有 两 个 公园 。,装修 好 的 单个 家庭 住宅 在 森林 山 ， 小 区 环境 优美 ， 步行 3-5 分钟 有 两 个 公园 。,[],[3_4_5_7_8_9],[3_4_5_7_8_9_10_11],[9_13_21],[9_14_16_22]
290,有意 请 email ： em@15,有意 请 电子 邮件 ： em@15,[],[2_3_4],[2_3_4_5],[3_4],[4_5]
291,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,[],[1_2],[1_2],[2_6_9],[2_6_9]
293,价格 ： $300 / 月 + utilities 费用 。,价格 ： $300 / 月 + 水电气 费用 。,[],[6],[6],[1_3_5_8],[1_2_3_5_8]
294,rich neighborhood ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静 。,富人 区 ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静 。,[],[0_1_2],[0_1_2],[2_5_10_16],[2_5_10_16]
295,trader joe's 和 target 更 是 在 步行 范围 内 。,缺 的 舅 和 塔吉特 更 是 在 步行 范围 内 。,[],[0_1_3],[0_1_2_4],[10],[11]
296,非常 便利 的 位置 ， 适合 summer,非常 便利 的 位置 ， 适合 暑假,[],[6],[6],[4],[4]
297,【 吃 货 福音 】 附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle 。,【 吃 货 福音 】 附近 有 府 河 人家 ， 台湾 味 ， 天天 见面 ， 各 种 小吃 ， 以及 中 超 熊猫 ， 大老鹰 。,[],[0_7_8_9_13_14_15_16_24_25_26_27_28],[0_7_8_9_10_14_15_16_24_25_26_27],[0_4_9_12_16_20_25_28],[0_4_10_13_16_20_25_27]
298,物业 是 mozart ， 房间 维修 处理 非常 及时 。,物业 是 莫扎特 ， 房间 维修 处理 非常 及时 。,[],[2_3],[2_3],[3_9],[3_9]
301,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， email ： em@16,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， 电子 邮箱 ： em@16,[],[11_12_13],[11_12_13_14],[5_7_9_10_12_13],[5_7_9_10_13_14]
