"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-worker","UPDATE-worker","CURRENT-set_9","UPDATE-set_9","CURRENT-set_8","UPDATE-set_8","CURRENT-set_7","UPDATE-set_7","CURRENT-set_6","UPDATE-set_6","CURRENT-set_5","UPDATE-set_5","CURRENT-set_4","UPDATE-set_4","CURRENT-set_3","UPDATE-set_3","CURRENT-set_24","UPDATE-set_24","CURRENT-set_23","UPDATE-set_23","CURRENT-set_22","UPDATE-set_22","CURRENT-set_21","UPDATE-set_21","CURRENT-set_20","UPDATE-set_20","CURRENT-set_2","UPDATE-set_2","CURRENT-set_19","UPDATE-set_19","CURRENT-set_18","UPDATE-set_18","CURRENT-set_17","UPDATE-set_17","CURRENT-set_16","UPDATE-set_16","CURRENT-set_15","UPDATE-set_15","CURRENT-set_14","UPDATE-set_14","CURRENT-set_13","UPDATE-set_13","CURRENT-set_12","UPDATE-set_12","CURRENT-set_11","UPDATE-set_11","CURRENT-set_10","UPDATE-set_10","CURRENT-set_1","UPDATE-set_1","CURRENT-set_0","UPDATE-set_0","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A24JKHC4HTY6CD","https://requester.mturk.com/workers/A24JKHC4HTY6CD","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A24NA8ASZY358P","https://requester.mturk.com/workers/A24NA8ASZY358P","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A253S5S5GWG94P","https://requester.mturk.com/workers/A253S5S5GWG94P","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A25E8HG81MZTA9","https://requester.mturk.com/workers/A25E8HG81MZTA9","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A275STSZHFODG6","https://requester.mturk.com/workers/A275STSZHFODG6","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A27GK6AHDNFW5Y","https://requester.mturk.com/workers/A27GK6AHDNFW5Y","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2880Y23V0UITQ","https://requester.mturk.com/workers/A2880Y23V0UITQ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A28MBKG5QQ0F8H","https://requester.mturk.com/workers/A28MBKG5QQ0F8H","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A28QUR0QYD2WI7","https://requester.mturk.com/workers/A28QUR0QYD2WI7","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A29BLVQALSAGAP","https://requester.mturk.com/workers/A29BLVQALSAGAP","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A29IGBZ9R3C59H","https://requester.mturk.com/workers/A29IGBZ9R3C59H","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2AHXGFXPG6ZSR","https://requester.mturk.com/workers/A2AHXGFXPG6ZSR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ASBOP6RG352M","https://requester.mturk.com/workers/A2ASBOP6RG352M","1","1","100.00%","1","1","100.00%","1","1","100.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2AUPTA83COO9Z","https://requester.mturk.com/workers/A2AUPTA83COO9Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2AWT3MLF4ZBVA","https://requester.mturk.com/workers/A2AWT3MLF4ZBVA","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2BF2FUO6F63N7","https://requester.mturk.com/workers/A2BF2FUO6F63N7","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2BN750WLJYOV0","https://requester.mturk.com/workers/A2BN750WLJYOV0","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2BVY78YSPZ0C3","https://requester.mturk.com/workers/A2BVY78YSPZ0C3","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2BW8H2IGOKBWD","https://requester.mturk.com/workers/A2BW8H2IGOKBWD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2C33799VENPIP","https://requester.mturk.com/workers/A2C33799VENPIP","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2CI95S515N4T4","https://requester.mturk.com/workers/A2CI95S515N4T4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2CSDDEF3W5XJ1","https://requester.mturk.com/workers/A2CSDDEF3W5XJ1","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2DIYZKRJME8Z2","https://requester.mturk.com/workers/A2DIYZKRJME8Z2","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2EP7C9FJU1Y6X","https://requester.mturk.com/workers/A2EP7C9FJU1Y6X","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2FAKTUX48XA8L","https://requester.mturk.com/workers/A2FAKTUX48XA8L","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2FJ8YQ6VHGD2L","https://requester.mturk.com/workers/A2FJ8YQ6VHGD2L","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2GRDXKQMO9AKR","https://requester.mturk.com/workers/A2GRDXKQMO9AKR","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2GYHE0G2PMHF7","https://requester.mturk.com/workers/A2GYHE0G2PMHF7","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2HG1N3BVQO6I","https://requester.mturk.com/workers/A2HG1N3BVQO6I","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2HITRHQ441VHA","https://requester.mturk.com/workers/A2HITRHQ441VHA","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IG18D6M0GNUZ","https://requester.mturk.com/workers/A2IG18D6M0GNUZ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2IICH6KZZB6XF","https://requester.mturk.com/workers/A2IICH6KZZB6XF","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2JSIDRTDGDC7T","https://requester.mturk.com/workers/A2JSIDRTDGDC7T","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2KEU0SBV3ME8R","https://requester.mturk.com/workers/A2KEU0SBV3ME8R","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2L5E4L43W1YA4","https://requester.mturk.com/workers/A2L5E4L43W1YA4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2LBH2X1DIWOD","https://requester.mturk.com/workers/A2LBH2X1DIWOD","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2LQGFJ4I8B9VU","https://requester.mturk.com/workers/A2LQGFJ4I8B9VU","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2MQQ8MU5BYFU3","https://requester.mturk.com/workers/A2MQQ8MU5BYFU3","2","1","50.00%","2","1","50.00%","1","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2N3CII0CTDP2H","https://requester.mturk.com/workers/A2N3CII0CTDP2H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2NI2HSU84PHJW","https://requester.mturk.com/workers/A2NI2HSU84PHJW","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2OATZCX1YXE77","https://requester.mturk.com/workers/A2OATZCX1YXE77","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2QKKQA56N8KS4","https://requester.mturk.com/workers/A2QKKQA56N8KS4","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2SC7SYQ22RJBR","https://requester.mturk.com/workers/A2SC7SYQ22RJBR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2SKH7WZUEDGGI","https://requester.mturk.com/workers/A2SKH7WZUEDGGI","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2TZ7IH313CFE1","https://requester.mturk.com/workers/A2TZ7IH313CFE1","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2UVGAF2KK0894","https://requester.mturk.com/workers/A2UVGAF2KK0894","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A2V5XDYKKJVE4C","https://requester.mturk.com/workers/A2V5XDYKKJVE4C","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2V8IQ87DYKZCD","https://requester.mturk.com/workers/A2V8IQ87DYKZCD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VNR6984SDFGQ","https://requester.mturk.com/workers/A2VNR6984SDFGQ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z4JNZ06GGQIP","https://requester.mturk.com/workers/A2Z4JNZ06GGQIP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z5Z53HZL34C3","https://requester.mturk.com/workers/A2Z5Z53HZL34C3","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZDQ7YVKJUV8E","https://requester.mturk.com/workers/A2ZDQ7YVKJUV8E","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZKMDAQ3XUVCT","https://requester.mturk.com/workers/A2ZKMDAQ3XUVCT","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZPIWKNHLR8KC","https://requester.mturk.com/workers/A2ZPIWKNHLR8KC","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A302512CBCH9X2","https://requester.mturk.com/workers/A302512CBCH9X2","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A30US88GBGBG0V","https://requester.mturk.com/workers/A30US88GBGBG0V","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A31A4YKVSOYRVS","https://requester.mturk.com/workers/A31A4YKVSOYRVS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31QX0ZOIZVQO9","https://requester.mturk.com/workers/A31QX0ZOIZVQO9","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32Q6TNSAG4U3I","https://requester.mturk.com/workers/A32Q6TNSAG4U3I","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A33E4766E3QD","https://requester.mturk.com/workers/A33E4766E3QD","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A344SGRYVTUV41","https://requester.mturk.com/workers/A344SGRYVTUV41","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A36P1ZQ0GYF567","https://requester.mturk.com/workers/A36P1ZQ0GYF567","2","1","50.00%","2","1","50.00%","2","1","50.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36SU2WSQH4JQH","https://requester.mturk.com/workers/A36SU2WSQH4JQH","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A37MPHPHMGWFQB","https://requester.mturk.com/workers/A37MPHPHMGWFQB","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A37O5SYY9VWSPY","https://requester.mturk.com/workers/A37O5SYY9VWSPY","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A37XGTIC952YW4","https://requester.mturk.com/workers/A37XGTIC952YW4","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A39IGS9NUYEYGL","https://requester.mturk.com/workers/A39IGS9NUYEYGL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3ALU3V74HQ0P2","https://requester.mturk.com/workers/A3ALU3V74HQ0P2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C5EDRV80P0CO","https://requester.mturk.com/workers/A3C5EDRV80P0CO","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3CFADK3905MM0","https://requester.mturk.com/workers/A3CFADK3905MM0","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3CJ3BSN87874X","https://requester.mturk.com/workers/A3CJ3BSN87874X","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CLJU5MOOLA5L","https://requester.mturk.com/workers/A3CLJU5MOOLA5L","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3CRRFF9J9ZTRO","https://requester.mturk.com/workers/A3CRRFF9J9ZTRO","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3DDWZOH9DPSP9","https://requester.mturk.com/workers/A3DDWZOH9DPSP9","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3DKFBFK3FA3MA","https://requester.mturk.com/workers/A3DKFBFK3FA3MA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DTTYTY970GGC","https://requester.mturk.com/workers/A3DTTYTY970GGC","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3F19XZ6NM6AR7","https://requester.mturk.com/workers/A3F19XZ6NM6AR7","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3F2OUHPW6L4OZ","https://requester.mturk.com/workers/A3F2OUHPW6L4OZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FHVHURR4H6V1","https://requester.mturk.com/workers/A3FHVHURR4H6V1","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3FZLNLVMRPO5Y","https://requester.mturk.com/workers/A3FZLNLVMRPO5Y","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3GPHENAT5DWHG","https://requester.mturk.com/workers/A3GPHENAT5DWHG","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3HMJTA2S4Q3NQ","https://requester.mturk.com/workers/A3HMJTA2S4Q3NQ","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3IRFGLZYMXZ19","https://requester.mturk.com/workers/A3IRFGLZYMXZ19","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J9L1OHJ07VAO","https://requester.mturk.com/workers/A3J9L1OHJ07VAO","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3JC5R5HMP1XSA","https://requester.mturk.com/workers/A3JC5R5HMP1XSA","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3K72W67MBZ0AF","https://requester.mturk.com/workers/A3K72W67MBZ0AF","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3K7CO1BSDRQ84","https://requester.mturk.com/workers/A3K7CO1BSDRQ84","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3LAXVISEH1UYM","https://requester.mturk.com/workers/A3LAXVISEH1UYM","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LDQA6YZGV6NK","https://requester.mturk.com/workers/A3LDQA6YZGV6NK","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3LTZ8MO60ENI3","https://requester.mturk.com/workers/A3LTZ8MO60ENI3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3MIV3GTJEQ9QP","https://requester.mturk.com/workers/A3MIV3GTJEQ9QP","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3MSM9U7PZZI1V","https://requester.mturk.com/workers/A3MSM9U7PZZI1V","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3MZE4FJ658B79","https://requester.mturk.com/workers/A3MZE4FJ658B79","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3N5462QAZ9V6T","https://requester.mturk.com/workers/A3N5462QAZ9V6T","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
"A3N5TCHRPQF6P","https://requester.mturk.com/workers/A3N5TCHRPQF6P","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unblocked","",""
