"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-set_9","UPDATE-set_9","CURRENT-set_8","UPDATE-set_8","CURRENT-set_7","UPDATE-set_7","CURRENT-set_6","UPDATE-set_6","CURRENT-set_5","UPDATE-set_5","CURRENT-set_4","UPDATE-set_4","CURRENT-set_34","UPDATE-set_34","CURRENT-set_33","UPDATE-set_33","CURRENT-set_32","UPDATE-set_32","CURRENT-set_31","UPDATE-set_31","CURRENT-set_30","UPDATE-set_30","CURRENT-set_3","UPDATE-set_3","CURRENT-set_29","UPDATE-set_29","CURRENT-set_28","UPDATE-set_28","CURRENT-set_27","UPDATE-set_27","CURRENT-set_26","UPDATE-set_26","CURRENT-set_25","UPDATE-set_25","CURRENT-set_24","UPDATE-set_24","CURRENT-set_23","UPDATE-set_23","CURRENT-set_22","UPDATE-set_22","CURRENT-set_21","UPDATE-set_21","CURRENT-set_20","UPDATE-set_20","CURRENT-set_2","UPDATE-set_2","CURRENT-set_19","UPDATE-set_19","CURRENT-set_18","UPDATE-set_18","CURRENT-set_17","UPDATE-set_17","CURRENT-set_16","UPDATE-set_16","CURRENT-set_15","UPDATE-set_15","CURRENT-set_14","UPDATE-set_14","CURRENT-set_13","UPDATE-set_13","CURRENT-set_12","UPDATE-set_12","CURRENT-set_11","UPDATE-set_11","CURRENT-set_10","UPDATE-set_10","CURRENT-set_1","UPDATE-set_1","CURRENT-set_0","UPDATE-set_0","CURRENT-non_selected_workers","UPDATE-non_selected_workers","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A253S5S5GWG94P","https://requester.mturk.com/workers/A253S5S5GWG94P","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A275STSZHFODG6","https://requester.mturk.com/workers/A275STSZHFODG6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A27GK6AHDNFW5Y","https://requester.mturk.com/workers/A27GK6AHDNFW5Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2880Y23V0UITQ","https://requester.mturk.com/workers/A2880Y23V0UITQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A28MBKG5QQ0F8H","https://requester.mturk.com/workers/A28MBKG5QQ0F8H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A28QUR0QYD2WI7","https://requester.mturk.com/workers/A28QUR0QYD2WI7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A29BLVQALSAGAP","https://requester.mturk.com/workers/A29BLVQALSAGAP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2AWT3MLF4ZBVA","https://requester.mturk.com/workers/A2AWT3MLF4ZBVA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2BVY78YSPZ0C3","https://requester.mturk.com/workers/A2BVY78YSPZ0C3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2C33799VENPIP","https://requester.mturk.com/workers/A2C33799VENPIP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2CSDDEF3W5XJ1","https://requester.mturk.com/workers/A2CSDDEF3W5XJ1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2DIYZKRJME8Z2","https://requester.mturk.com/workers/A2DIYZKRJME8Z2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2EP7C9FJU1Y6X","https://requester.mturk.com/workers/A2EP7C9FJU1Y6X","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2FAKTUX48XA8L","https://requester.mturk.com/workers/A2FAKTUX48XA8L","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2GRDXKQMO9AKR","https://requester.mturk.com/workers/A2GRDXKQMO9AKR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2GYHE0G2PMHF7","https://requester.mturk.com/workers/A2GYHE0G2PMHF7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2HG1N3BVQO6I","https://requester.mturk.com/workers/A2HG1N3BVQO6I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2IICH6KZZB6XF","https://requester.mturk.com/workers/A2IICH6KZZB6XF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2JSIDRTDGDC7T","https://requester.mturk.com/workers/A2JSIDRTDGDC7T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2LBH2X1DIWOD","https://requester.mturk.com/workers/A2LBH2X1DIWOD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2LQGFJ4I8B9VU","https://requester.mturk.com/workers/A2LQGFJ4I8B9VU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2QKKQA56N8KS4","https://requester.mturk.com/workers/A2QKKQA56N8KS4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2TZ7IH313CFE1","https://requester.mturk.com/workers/A2TZ7IH313CFE1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2UVGAF2KK0894","https://requester.mturk.com/workers/A2UVGAF2KK0894","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A2ZPIWKNHLR8KC","https://requester.mturk.com/workers/A2ZPIWKNHLR8KC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A302512CBCH9X2","https://requester.mturk.com/workers/A302512CBCH9X2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A30US88GBGBG0V","https://requester.mturk.com/workers/A30US88GBGBG0V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A32Q6TNSAG4U3I","https://requester.mturk.com/workers/A32Q6TNSAG4U3I","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A33E4766E3QD","https://requester.mturk.com/workers/A33E4766E3QD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A344SGRYVTUV41","https://requester.mturk.com/workers/A344SGRYVTUV41","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A36SU2WSQH4JQH","https://requester.mturk.com/workers/A36SU2WSQH4JQH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A37MPHPHMGWFQB","https://requester.mturk.com/workers/A37MPHPHMGWFQB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A37O5SYY9VWSPY","https://requester.mturk.com/workers/A37O5SYY9VWSPY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A37XGTIC952YW4","https://requester.mturk.com/workers/A37XGTIC952YW4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3C5EDRV80P0CO","https://requester.mturk.com/workers/A3C5EDRV80P0CO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3CFADK3905MM0","https://requester.mturk.com/workers/A3CFADK3905MM0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3CLJU5MOOLA5L","https://requester.mturk.com/workers/A3CLJU5MOOLA5L","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3CRRFF9J9ZTRO","https://requester.mturk.com/workers/A3CRRFF9J9ZTRO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3DDWZOH9DPSP9","https://requester.mturk.com/workers/A3DDWZOH9DPSP9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3DTTYTY970GGC","https://requester.mturk.com/workers/A3DTTYTY970GGC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3F19XZ6NM6AR7","https://requester.mturk.com/workers/A3F19XZ6NM6AR7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3FHVHURR4H6V1","https://requester.mturk.com/workers/A3FHVHURR4H6V1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3FZLNLVMRPO5Y","https://requester.mturk.com/workers/A3FZLNLVMRPO5Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3GPHENAT5DWHG","https://requester.mturk.com/workers/A3GPHENAT5DWHG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3HMJTA2S4Q3NQ","https://requester.mturk.com/workers/A3HMJTA2S4Q3NQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3J9L1OHJ07VAO","https://requester.mturk.com/workers/A3J9L1OHJ07VAO","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3JC5R5HMP1XSA","https://requester.mturk.com/workers/A3JC5R5HMP1XSA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3K72W67MBZ0AF","https://requester.mturk.com/workers/A3K72W67MBZ0AF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3K7CO1BSDRQ84","https://requester.mturk.com/workers/A3K7CO1BSDRQ84","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3LDQA6YZGV6NK","https://requester.mturk.com/workers/A3LDQA6YZGV6NK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3MIV3GTJEQ9QP","https://requester.mturk.com/workers/A3MIV3GTJEQ9QP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3N5462QAZ9V6T","https://requester.mturk.com/workers/A3N5462QAZ9V6T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3N5TCHRPQF6P","https://requester.mturk.com/workers/A3N5TCHRPQF6P","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
