"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-set_9","UPDATE-set_9","CURRENT-set_8","UPDATE-set_8","CURRENT-set_7","UPDATE-set_7","CURRENT-set_6","UPDATE-set_6","CURRENT-set_5","UPDATE-set_5","CURRENT-set_4","UPDATE-set_4","CURRENT-set_34","UPDATE-set_34","CURRENT-set_33","UPDATE-set_33","CURRENT-set_32","UPDATE-set_32","CURRENT-set_31","UPDATE-set_31","CURRENT-set_30","UPDATE-set_30","CURRENT-set_3","UPDATE-set_3","CURRENT-set_29","UPDATE-set_29","CURRENT-set_28","UPDATE-set_28","CURRENT-set_27","UPDATE-set_27","CURRENT-set_26","UPDATE-set_26","CURRENT-set_25","UPDATE-set_25","CURRENT-set_24","UPDATE-set_24","CURRENT-set_23","UPDATE-set_23","CURRENT-set_22","UPDATE-set_22","CURRENT-set_21","UPDATE-set_21","CURRENT-set_20","UPDATE-set_20","CURRENT-set_2","UPDATE-set_2","CURRENT-set_19","UPDATE-set_19","CURRENT-set_18","UPDATE-set_18","CURRENT-set_17","UPDATE-set_17","CURRENT-set_16","UPDATE-set_16","CURRENT-set_15","UPDATE-set_15","CURRENT-set_14","UPDATE-set_14","CURRENT-set_13","UPDATE-set_13","CURRENT-set_12","UPDATE-set_12","CURRENT-set_11","UPDATE-set_11","CURRENT-set_10","UPDATE-set_10","CURRENT-set_1","UPDATE-set_1","CURRENT-set_0","UPDATE-set_0","CURRENT-non_selected_workers","UPDATE-non_selected_workers","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3OMRMNTOU7QXI","https://requester.mturk.com/workers/A3OMRMNTOU7QXI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3PSIT0A7OU2FL","https://requester.mturk.com/workers/A3PSIT0A7OU2FL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3Q2SVJQJIC8CE","https://requester.mturk.com/workers/A3Q2SVJQJIC8CE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3QJ8GCXBF3QH7","https://requester.mturk.com/workers/A3QJ8GCXBF3QH7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3RWDYQD1331VH","https://requester.mturk.com/workers/A3RWDYQD1331VH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3T00CY2PTYDAW","https://requester.mturk.com/workers/A3T00CY2PTYDAW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A3TKUXUTDX6FBF","https://requester.mturk.com/workers/A3TKUXUTDX6FBF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A41VIGPOYTFUH","https://requester.mturk.com/workers/A41VIGPOYTFUH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A4PFF3LK637YM","https://requester.mturk.com/workers/A4PFF3LK637YM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A4V8G43TEWKER","https://requester.mturk.com/workers/A4V8G43TEWKER","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A4X9Z8DZIW3","https://requester.mturk.com/workers/A4X9Z8DZIW3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A654E8ZVRD6GM","https://requester.mturk.com/workers/A654E8ZVRD6GM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A746183X8258H","https://requester.mturk.com/workers/A746183X8258H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A7J4Y6FOPZ8YV","https://requester.mturk.com/workers/A7J4Y6FOPZ8YV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"A9E9Y0LEAYO4V","https://requester.mturk.com/workers/A9E9Y0LEAYO4V","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AACQ1P1IWRQXL","https://requester.mturk.com/workers/AACQ1P1IWRQXL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AAJ121M08S5KD","https://requester.mturk.com/workers/AAJ121M08S5KD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ABRU6XODRFXB5","https://requester.mturk.com/workers/ABRU6XODRFXB5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ACJ8NDBQ6PHHR","https://requester.mturk.com/workers/ACJ8NDBQ6PHHR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ACKF1WBCKVLY3","https://requester.mturk.com/workers/ACKF1WBCKVLY3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ACZY7EMNLRDUX","https://requester.mturk.com/workers/ACZY7EMNLRDUX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ADVCIFLB5A9B","https://requester.mturk.com/workers/ADVCIFLB5A9B","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AE7V5Q6DX17T","https://requester.mturk.com/workers/AE7V5Q6DX17T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AEKJO42PHS7RI","https://requester.mturk.com/workers/AEKJO42PHS7RI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AGJTTK50503VZ","https://requester.mturk.com/workers/AGJTTK50503VZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AH3W6E7W1EU0D","https://requester.mturk.com/workers/AH3W6E7W1EU0D","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AH9NHR1PJODG1","https://requester.mturk.com/workers/AH9NHR1PJODG1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AHFEDGGIOG8DK","https://requester.mturk.com/workers/AHFEDGGIOG8DK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AI6FQANOH41ZM","https://requester.mturk.com/workers/AI6FQANOH41ZM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AIIHUC6DCPZAR","https://requester.mturk.com/workers/AIIHUC6DCPZAR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AJTHGXBMZJ3HE","https://requester.mturk.com/workers/AJTHGXBMZJ3HE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AK6QFFFGHAWE6","https://requester.mturk.com/workers/AK6QFFFGHAWE6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AKH3FBPEXXT51","https://requester.mturk.com/workers/AKH3FBPEXXT51","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ALJU932AER3OI","https://requester.mturk.com/workers/ALJU932AER3OI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AMEO4HBYM9LDY","https://requester.mturk.com/workers/AMEO4HBYM9LDY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AMI31VBU7ZX6Q","https://requester.mturk.com/workers/AMI31VBU7ZX6Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AN738HXJ1TH8N","https://requester.mturk.com/workers/AN738HXJ1TH8N","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AOBO2UBJ4M7ET","https://requester.mturk.com/workers/AOBO2UBJ4M7ET","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AOK5QT1QFHEOK","https://requester.mturk.com/workers/AOK5QT1QFHEOK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AOYQ6FLVQO6JJ","https://requester.mturk.com/workers/AOYQ6FLVQO6JJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"APF1EAZT104LQ","https://requester.mturk.com/workers/APF1EAZT104LQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"APKO12PP5J5LW","https://requester.mturk.com/workers/APKO12PP5J5LW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AQ8J14431IR7Z","https://requester.mturk.com/workers/AQ8J14431IR7Z","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AQFFLBXV8P2TC","https://requester.mturk.com/workers/AQFFLBXV8P2TC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AREN4CBY7BHUF","https://requester.mturk.com/workers/AREN4CBY7BHUF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"ASC0F4W1UMR3R","https://requester.mturk.com/workers/ASC0F4W1UMR3R","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AUFIJSWMX9MZI","https://requester.mturk.com/workers/AUFIJSWMX9MZI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AVJB18UOK0AWT","https://requester.mturk.com/workers/AVJB18UOK0AWT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AVLZVLVL2X60","https://requester.mturk.com/workers/AVLZVLVL2X60","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AWIVX59AEP746","https://requester.mturk.com/workers/AWIVX59AEP746","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AWP3NEK6KILGW","https://requester.mturk.com/workers/AWP3NEK6KILGW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AX4U4ZJJQKKMS","https://requester.mturk.com/workers/AX4U4ZJJQKKMS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AXAXLC0TXQ0QW","https://requester.mturk.com/workers/AXAXLC0TXQ0QW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."
"AZPJUBGJZ3BT4","https://requester.mturk.com/workers/AZPJUBGJZ3BT4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocked","Block","Do not meet the qualification for follow-up tasks. The worker will be unblocked after the follow-up tasks end."