SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
148, 今天 随手 一 试 发现 code 能用 ， 真是 意外 惊喜 。,1,code,代码,,,,,,,,, 今天 随手 一 试 发现代码 能用 ， 真是 意外 惊喜 。
149, honeywell 电 风扇 ， amazon 23.,2,honeywell,哈尼维尔,amazon,亚马逊,,,,,,, 哈尼维尔电 风扇 ， 亚马逊 23.
150, 毕业 甩卖 家具 （ 具体 价格 图片 见 google doc ）,1,google doc,谷歌文档,,,,,,,,, 毕业 甩卖 家具 （ 具体 价格 图片 见 谷歌文档 ）
151, 位置 在 hobart street ， squirrel hill .,2,hobart street,霍巴特街,squirrel hill,松鼠山,,,,,,, 位置 在霍巴特街 ，松鼠山.
152, 楼主 发现 amazon 刚刚 匹配 了 $ 33.,1,amazon,亚马逊,,,,,,,,, 楼主 发现 亚马逊 刚刚 匹配 了 $ 33.
153, sony 的 2.,1,sony,索尼,,,,,,,,, 索尼 的 2.
154, amazon 原价 23.,1,amazon,亚马逊,,,,,,,,, 亚马逊 原价 23.
155, 这 款 面 包机 在 amazon 卖 $ 54.,1,amazon,亚马逊,,,,,,,,, 这 款 面 包机 在 亚马逊 卖 $ 54.
156, target （ 电子 产品 ， 家居 ， 衣物 等 。,1,target,塔吉特,,,,,,,,, 塔吉特 （ 电子 产品 ， 家居 ， 衣物 等 。
157, apple watch 送 $100 礼品 卡 （ 相当于 $249 ） ;,1,apple watch,苹果手表,,,,,,,,, 苹果手表送 $100 礼品 卡 （ 相当于 $249 ） ;
158, best buy 的 电视 deal 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到,2,best buy,百思买,deal,促销,,,,,,, 百思买的 电视 促销 每 年 都 是 最 划算 的 ， 但是 要 去 店 门口 排队 ， 没有 把握 拿到
159, staples （ 电器 ， 电子 产品 ）,1,staples,订书机？（应该是个电子产品的牌子？）,,,,,,,,, 订书机 （ 电器 ， 电子 产品 ）
160, kindle paperwhite$99 ( 原价 $ 119.,1,kindle,电子书,,,,,,,,, 电子书 $99 ( 原价 $ 119.
161, ebay （ 综合 类 。,1,ebay,易趣,,,,,,,,, 易趣（ 综合 类 。
162, jc penney （ 主要 是 衣服 ， 很多 冬装 9.,1,jc penney,杰西盘尼,,,,,,,,, 杰西盘尼 （ 主要 是 衣服 ， 很多 冬装 9.
163, 差不多 算是 全新 的 了 ， 适合 full-size stove 的 公寓 或 house 使用 。,2,stove,壁炉,house,住宅,,,,,,, 差不多 算是 全新 的 了 ， 适合 带全壁炉 的 公寓 或 独栋住宅使用 。
164, 具体 联系 ： lig em@7,1,lig,李哥,,,,,,,,, 具体 联系 ： lig em@7
165, 高清 图片 见 google doc,1,google doc,谷歌文档,,,,,,,,, 高清 图片 见 谷歌文档
166, 可以 轻松 在 cmos 里 超频 。,1,cmos,计算机芯片,,,,,,,,, 可以 轻松 在 计算机芯片 里 超频 。
167, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8,1,sharing,分享,,,,,,,,, id=0b2acusdjp9ogqzhpeejstc1quuu&usp = sharing ， 有 兴趣 欢迎 联系 ， 电话 pn-6 ， 邮件 em@8
168, html （ 价格 可以 商量 ）,1,html,超文字标记语言,,,,,,,,, 超文字标记语言 （ 价格 可以 商量 ）
169, update : 依然 有效 ， 现在 $ 25.,1,update,更新,,,,,,,,, 更新 : 依然 有效 ， 现在 $ 25.
170, amazon 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。,1,amazon,亚马逊,,,,,,,,, 亚马逊 上 买 的 新 书 ， 除了 用 铅笔 划 过 几 条 线 以外 就 跟 新 的 一样 。
171, dell st 201020-inch 16:9 aspect ratio flat panel monitor + 音响 $40,2,dell st,戴尔街,aspect ratio flat panel monitor,宽高比平板显示屏,,,,,,, 戴尔 2010款 20英寸 16:9 平板显示器 + 音响 $40
172, 平时 用 的 很 仔细 ， condition 很好 。,1,condition,状态,,,,,,,,, 平时 用 的 很 仔细 ， 状态 很好 。
173, 感兴趣 的 请 email 至 em@9,1,email,电子邮件,,,,,,,,, 感兴趣 的 请 发电子邮件 至 em@9
174, hello ， 大家 好,1,hello,嘿,,,,,,,,, 嘿 ， 大家 好
175, 轻薄 便捷 ， usb 连接,1,usb,通用串行总线,,,,,,,,, 轻薄 便捷 ，通用串行总线 连接
176, 电磁场 与 电磁波 david k .,1,david k,大卫k,,,,,,,,, 电磁场 与 电磁波 大卫 k .
177, 动态 系统 的 数字 控制 gene f.,1,gene,基因,,,,,,,,, 动态 系统 的 数字 控制 基因 f.
178, 仍然 available :,1,available,有效,,,,,,,,, 仍然 有效 :
179, 坐标 craig 上 的 cvs 附近,2,craig,克列戈,cvs,超市,,,,,,, 坐标 克列戈街 上 的 cvs（超市名） 附近
180, 选择 standard shipping 即 可 免 运费 。,1,standard shipping,标准运送,,,,,,,,, 选择 标准运送即 可 免 运费 。
181, 因 太太 准备 开车 ， 不 习惯 开 suv ， 所以 正在 购买 新车 中 。,1,suv,城市功能越野车,,,,,,,,, 因 太太 准备 开车 ， 不 习惯 开 城市功能越野车 ， 所以 正在 购买 新车 中 。
182, 成色 不错 啊 ， 是 clean title 吗,1,clean title,干净标题,,,,,,,,, 成色 不错 啊 ， 是干净标题吗
183, 一 个 是 独立 房 ， 一 个 是 condo .,1,condo,公寓,,,,,,,,, 一 个 是 独立 房 ， 一 个 是公寓 .
184, utility : 自理 （ 约 70-100 / 月 ）,1,utility,水电气,,,,,,,,, 水电气 : 自理 （ 约 70-100 / 月 ）
185, 个人 平时 比较 宅 ， 不 开 party 。,1,party,聚会,,,,,,,,, 个人 平时 比较 宅 ， 不 开聚会。
186, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 发电子邮件 至 em@10
187, 啊 不 好意思 我 已经 update 了 联系 方式 了,1,update,更新,,,,,,,,, 啊 不 好意思 我 已经 更新了 联系 方式 了
188, 现在 还 available,1,available,有效,,,,,,,,, 现在 还 有效
189, south oakland 独立 一 室 一 厅 公寓 出租 ！,1,south oakland,南奥克兰,,,,,,,,, 南奥克兰独立 一 室 一 厅 公寓 出租 ！
190, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,1,meyers,迈耶斯,,,,,,,,, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 迈耶斯 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。
191, ） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,3,mozart,莫扎特,arlington,艾林顿,mozart,莫扎特,,,,, ） 公寓 情况 ：莫扎特是 匹兹堡 的 大 物业 ，艾林顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便 。
192, 精装 修 、 家具 全 、 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 、 家具 全 、免费无线 上网 !
193, oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 干净 精致 好 房 您 不 能 错过 ！
194, 精装 修 家具 全 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 家具 全 免费 无线 上网 !
195, 地点 ： central oakland,1,central oakland,中奥克兰,,,,,,,,, 地点 ： 中奥克兰
196, 环境 ： 住宅 街区 ， street parking 。,1,street parking,路边停车,,,,,,,,, 环境 ： 住宅 街区 ， 提供路边停车 。
197, 房型 ： house,1,house,住宅,,,,,,,,, 房型 ： 大独栋住宅
198, 欢迎 email 咨询,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 咨询
199, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有公交 到 中国 超市 ， 餐馆 和 市区 .
200, 本人 ： 男 ， 第二 年 pitt phd 。,1,pitt phd,匹兹堡博士,,,,,,,,, 本人 ： 男 ， 第二 年匹兹堡大学博士。
201, house 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 share 卫生间 。,2,house,住宅,share,共享,,,,,,, 住宅一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 共享 卫生间 。
202, 四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,美刀,,,,,,,,, 四 个 房间 租金 分别 为 390，420，460，490 美刀 / 月 。
203, 四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,美刀,,,,,,,,, 四 个 房间 租金 分别 为 390，420，460，490美刀/ 月 。
204, 位置 ： north oakland/shadyside,1,north,北,,,,,,,,, 位置 ： 北奥克兰/沙迪
205, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物 可以 商量
206, 欢迎 email 联系 咨询 。,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 联系 咨询 。
207, ( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,2,google drive,谷歌云盘,link,链接,,,,,,, ( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 谷歌云盘的 链接 观看 照片 ， 谢谢 ！
208, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物可以 商量
209, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交到 中国 超市 ， 餐馆 和 市区 .
210, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11
211, house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,住宅,,,,,,,,, 住宅共 两 个 卧室 ， 一 个 阁楼 。
212, 阁楼 有 一 个 living room 和 一 个 bedroom 。,2,living room,客厅,bedroom,卧室,,,,,,, 阁楼 有 一 个 客厅 和 一 个卧室 。
213, house 厨房 ， 厕所 宽敞 明亮 。,1,house,住宅,,,,,,,,, 住宅 厨房 ， 厕所 宽敞 明亮 。
214, 本人 男 ， 今年 去 pitt 读 master ， 8.,2,pitt,匹兹堡,master,硕士,,,,,,, 本人 男 ， 今年 去 匹兹堡大学 读 硕士 ， 8.
215, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
216, 要求 ： security deposit ， 爱 干净,1,security deposit,保证金,,,,,,,,, 要求 ：保证金 ， 爱 干净
217, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle,1,shuttle,摆渡车,,,,,,,,, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡车
218, 联系 电话 : pn-7 ， email : em@12,1,email,电子邮件,,,,,,,,, 联系 电话 : pn-7 ， 电子邮件 : em@12
219, 这时 living room 的 图片 ， 比 卧室 要 大 。,1,living room,客厅,,,,,,,,, 这时 客厅 的 图片 ， 比 卧室 要 大 。
220, house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,住宅,,,,,,,,, 住宅共 两 个 卧室 ， 一 个 阁楼 。
221, house 厨房 ， 厕所 宽敞 明亮 。,1,house,住宅,,,,,,,,, 住宅 厨房 ， 厕所 宽敞 明亮 。
222, 户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room,餐厅,,,,,,, 户型 ： 一 楼 是 超大客厅 ， 餐厅及 厨房 ；
223, 二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,完全的,,,,,,,,, 二 楼 是 三 间 卧室 和 一 个完全的卫生间 ；
224, 长 租 all gone ！,1,all gone,全没了,,,,,,,,, 长 租 全没了 ！
225, room a$600 ( 双 人大 床 ） 已 租 ！,1,room,房间,,,,,,,,, 房间 a$600 ( 双 人大 床 ） 已 租 ！
226, 价格 ： $400 / 月 ( 包 所有 utilities 费用 ) 。,1,utilities,水电气,,,,,,,,, 价格 ： $400 / 月 ( 包 所有 水电气 费用 ) 。
227, update : 房间 皆 已 出租,1,update,更新,,,,,,,,, 更新 : 房间 皆 已 出租
228, 精装 修 家具 全 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 家具 全免费无线 上网 !
229, 精装 修 、 家具 全 、 free 无线 上网 !,1,free,免费,,,,,,,,, 精装 修 、 家具 全 、免费无线 上网 !
230, oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 干净 精致 好 房 您 不 能 错过 ！
231, 附近 有 cvs 等 超市 。,1,cvs,超市名,,,,,,,,, 附近 有 cvs(超市名) 等 超市 。
232, 可以 直接 签 lease ， 无 押金 ， 需要 预付 第一 个 月 房租 。,1,lease,合同,,,,,,,,, 可以 直接 签合同 ， 无 押金 ， 需要 预付 第一 个 月 房租 。
233, utility : 自理 （ 约 60-100 / 月 ）,1,utility,水电气,,,,,,,,, 水电气 : 自理 （ 约 60-100 / 月 ）
234, 要求 爱 干净 ， 没有 不良 习惯 ， 喜欢 孩子 ， 女生 优先 ， christian 优先 。,1,christian,基督教徒,,,,,,,,, 要求 爱 干净 ， 没有 不良 习惯 ， 喜欢 孩子 ， 女生 优先 ，基督教徒优先 。
235, 房子 介绍 ： 两 室 两 厅 ， 一 个 full bathroom ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,1,full bathroom,完整浴室,,,,,,,,, 房子 介绍 ： 两 室 两 厅 ， 一 个完整浴室， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。
236, 房子 介绍 ： 两 室 两 厅 ， 一 个 full bathroom ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,1,full bathroom,完整浴室,,,,,,,,, 房子 介绍 ： 两 室 两 厅 ， 一 个完整浴室 ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。
237, 出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,公交,,,,,,,,, 出门 走 一 分钟 不到 就 有 81-83 公交 。
238, leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,负责租赁的办公室,lobby,大厅,,,,,,, 负责租赁的办公室 就 在大厅， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。
239, ② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,大老鹰,,,,,,,,, ② 离 各 大 超市 近 （ 大老鹰 ；
240, ② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,大老鹰,,,,,,,,, ② 离 各 大 超市 近 （ 大老鹰 ；
241, 户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,2,living room,客厅,dining room,餐厅,,,,,,, 户型 ： 一 楼 是 超大客厅 ， 餐厅 及 厨房 ；
242, 二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,完整浴室,,,,,,,,, 二 楼 是 三 间 卧室 和 一 个完整的卫生间 ；
243, room a$600 ( 双 人大 床 ） 已 租 ！,1,room,房间,,,,,,,,, 房间 a$600 ( 双 人大 床 ） 已 租 ！
244, ） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,3,mozart,莫扎特,arlington,艾灵顿,mozart,莫扎特,,,,, ） 公寓 情况 ：莫扎特 是 匹兹堡 的 大 物业 ， 艾灵顿是 莫扎特的 物业 总部 ， 物业 维修 都 很 方便 。
245, 或 发 邮件 联系 ： [ url = ] em@13,1,url,统一资源定位符,,,,,,,,, 或 发 邮件 联系 ： [统一资源定位符= ] em@13
246, 环境 安静 ， apartments 评分 9.,1,apartments,公寓,,,,,,,,, 环境 安静 ， 公寓 评分 9.
247, 运动 方面 参加 pitt 射箭 队 ， 以及 会 一点 羽毛球 。,1,pitt,匹兹堡,,,,,,,,, 运动 方面 参加 匹兹堡射箭 队 ， 以及 会 一点 羽毛球 。
248, ［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便 。,1,doorman,门卫,,,,,,,,, ［ 治安 ］ 附近 治安 好 ， 公寓 有 门卫， 收发 快递 也 方便 。
249, 房子 在 bloom field bridge 旁边 。,1,bloom field bridge,布卢姆菲尔德桥,,,,,,,,, 房子 在 布卢姆菲尔德桥 旁边 。
250, lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,黎巴嫩,,,,,,,,, 黎巴嫩， 该 区 高中 在 滨州 公立 排名 第九 。
251, 物业 ： walnut 专人 负责 各 种 维修 ， 非常 安心 ；,1,walnut,核桃,,,,,,,,, 物业 ：核桃资产 专人 负责 各 种 维修 ， 非常 安心 ；
252, 优点 ： 我 的 卧室 是 整 个 house 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；,1,house,住宅,,,,,,,,, 优点 ： 我 的 卧室 是 整 个 住宅 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；
253, 房租 lease 到 7.,1,lease,合同,,,,,,,,, 房租合同 到 7.
254, 地址 位 于 beacon st.,1,beacon,烽火,,,,,,,,, 地址 位 于烽火街.
255, 后院 有 私家 车库 ， beacon st .,1,beacon st,烽火街,,,,,,,,, 后院 有 私家 车库 ， 烽火街 .
256, 二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,1,full,完整,,,,,,,,, 二 楼 是 三 间 卧室 和 一 个完整 的 卫生间 。
257, 三 楼 是 一 卧 一 卫 的 studio 。,1,studio,工作室,,,,,,,,, 三 楼 是 一 卧 一 卫 的 工作室。
258, up up up 顶 一下 。,1,up up up,顶顶顶,,,,,,,,, 顶顶顶 顶 一下 。
259, 八月 开始 可 签 一 年 lease 。,1,lease,合同,,,,,,,,, 八月 开始 可 签 一 年 合同 。
260, 性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你 。,1,nice,好,,,,,,,,, 性格 非常 好， 好 相处 ， 绝对 不 会 打扰 你 。
261, 有 pet 可以 商量,1,pet,宠物,,,,,,,,, 有 宠物 可以 商量
262, walnut street 步行 15-20 mins ， 逛街 吃饭 超 方便,2,walnut street,核桃街,mins,分钟,,,,,,, 核桃街 步行 15-20 分钟 ， 逛街 吃饭 超 方便
263, house 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .,1,house,住宅,,,,,,,,, 独栋住宅 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .
264, 房东 非常 nice ， 有 需要 和 修理 会 马上 处理 。,1,nice,好,,,,,,,,, 房东 非常好 ， 有 需要 和 修理 会 马上 处理 。
265, 地处 squirrel hill ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友 。,1,squirrel hill,松鼠山,,,,,,,,, 地处 松鼠山， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友 。
266, 物业 ： walnut 专人 负责 各 种 维修 ， 非常 安心 ；,1,walnut,核桃,,,,,,,,, 物业 ：核桃 专人 负责 各 种 维修 ， 非常 安心 ；
267, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,简,,,,,,, 联系 电话 或者短信 ： 412-6518342 jane
268, 有 attached 车库 可 用 。,1,attached,附属,,,,,,,,, 有 附属 车库 可 用 。
269, 安装 有 智能 panel ， 可以 远程 手机 调控 暖气 温度 和 开关 。,1,panel,面板,,,,,,,,, 安装 有 智能 面板 ， 可以 远程 手机 调控 暖气 温度 和 开关 。
270, 【 车库 】 ： attached 车库 。,1,attached,附属的,,,,,,,,, 【 车库 】 ：附属的车库 。
271, 【 bonus 】 : 房东 在 google 工作 ， 可以 内 推 加 mock interview,3,bonus,福利,google,谷歌,mock interview,模拟面试,,,,, 【 福利】 : 房东 在谷歌 工作 ， 可以 内 推 加 模拟面试
272, 长 租 ： all gone,1,all gone,全没了,,,,,,,,, 长 租 ：全没了
273, 后院 《 ——————————————————————————————— 》 deck,1,deck,阳台,,,,,,,,, 后院 《 ——————————————————————————————— 》 阳台
274, 【 学习 娱乐 】 ： finished basement .,1,finished basement,完整的地下室,,,,,,,,, 【 学习 娱乐 】 ：完整的地下室 .
275, 【 bonus 】 : 房东 在 google 工作 ， 可以 内 推 加 mock interview,3,bonus,福利,google,谷歌,mock interview,模拟面试,,,,, 【福利】 : 房东 在谷歌 工作 ， 可以 内 推 加模拟面试
276, main floor 格局 《 ——————————————————————————— 》 走廊,1,main floor,主楼,,,,,,,,, 主楼格局 《 ——————————————————————————— 》 走廊
277, 水晶 吊灯 《 —————————————————————— 》 楼梯 to downstairs,1,to downstairs,去楼下,,,,,,,,, 水晶 吊灯 《 —————————————————————— 》 楼梯 去楼下
278, 材料 是 cedar 。,1,cedar,杉树,,,,,,,,, 材料 是 cedar 。
279, 地下室 《 game room and study room 》 《 ———————————— 》 外观,1,game room and study room,游戏厅和学习室,,,,,,,,, 地下室 《 游戏厅和学习室》 《 ———————————— 》 外观
280, 每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,2,closet,衣橱,closet,衣橱,,,,,,, 每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .
281, 房东 在 google 工作 ， 可以 内 推 加 mock interview,2,google,谷歌,mock interview,模拟面试,,,,,,, 房东 在谷歌工作 ， 可以 内 推 加 模拟面试
282, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11
283, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11
284, 小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多 。,1,shuttle,摆渡车,,,,,,,,, 小区 居民 是 学生 和 年轻 学者 ， 学校 的摆渡车从 门前 经过 ， 而且 很多 。
285, 出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,公交,,,,,,,,, 出门 走 一 分钟 不到 就 有 81-83 公交 。
286, leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,负责租赁的办公室,lobby,大厅,,,,,,, 负责租赁的办公室 就 在 大厅， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。
287, 地点 ： oakland ;,1,oakland,奥克兰,,,,,,,,, 地点 ：奥克兰 ;
288, 联系 方式 : email : em@14,1,email,电子邮件,,,,,,,,, 联系 方式 : 电子邮件 : em@14
289, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,1,meyers,迈耶斯,,,,,,,,, 该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 迈耶斯 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。
290, 门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,公交,downtown,市区,,,,,,, 门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
291, 公寓 门口 可以 street parking 。,1,street parking,路边停车,,,,,,,,, 公寓 门口 可以 路边停车。
292, lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,黎巴嫩,,,,,,,,, 黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九 。
