SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
563, 物业 是 口碑 很 好 的 mayer ’ s management ， 上门 修 东西 十分 及时 且 免费 。,2,mayer,迈耶斯,s management,物业,,,,,,, 物业 是 口碑 很 好 的迈耶斯物业， 上门 修 东西 十分 及时 且 免费 。
564, apartment : 一 室 一 厅 。,1,apartment,公寓,,,,,,,,, 公寓: 一 室 一 厅 。
565, roommate ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。,1,roommate,室友,,,,,,,,, 室友 ： 匹 大 硕士 第二 年 ， 温柔 安静 好 相处 。
566, 饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,1,king size bed,超大号床,,,,,,,,, 饭厅 有 两 张 书桌 ， 房间 有 一 张 超大号床。
567, 交通 极 便利 ， forbes 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。,1,forbes,福布斯,,,,,,,,, 交通 极 便利 ， 福布斯 上 几乎 所有 最 主要 的 公交 线路 都 直接 从 门口 经过 。
568, 户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,1,apartment room,公寓间,,,,,,,,, 户型 ： 一 室 一 厅 ， 崭新 的 公寓间。
569, 现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处 。,2,master,硕士,phd,博士,,,,,,, 现有 两 匹 大 男生 ， 一 硕士一 博士， 很 好 相处 。
570, ps ： 房子 的 位置 在 north oakland ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。,2,ps,附笔,north oakland,北奥克兰,,,,,,, 附笔： 房子 的 位置 在 北奥克兰 ， 周围 小区 华人 和 白人 比较 多 ， 所以 比较 安全 ， 晚上 回家 也 不用 特别 担心 。
571, 如果 有 兴趣 可以 联系 我 email :,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮件 :
572, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18
573, 附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟 。,2,giant eagle,大老鹰,frick park,弗里克公园,,,,,,, 附近 有 大老鹰 ， 各 种 餐厅 ， 离 公园弗里克公园 走路 一 分钟 。
574, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18
575, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮箱 ： em@23
576, 距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， giant eagle 都 是 步 走 距离 ， 生活 便利 ；,1,大老鹰,need to translate,,,,,,,,, 距离 川 霸王 ， 天天 见面 ， 府 河 人家 ， 大老鹰 都 是 步 走 距离 ， 生活 便利 ；
577, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 卫生间 去年 年底 刚刚 装修 ， 简直 高大 上 ~~~ 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。
578, 附近 有 giant eagle ， 各 种 餐厅 ， 离 公园 frick park 走路 一 分钟 。,2,giant eagle,大老鹰,frick park,弗里克公园,,,,,,, 附近 有 大老鹰 ， 各 种 餐厅 ， 离 公园 弗里克公园 走路 一 分钟 。
579, 暑假 在 匹 大 上 summer ， 实在 不 想 再 搬 一 次 。,1,summer,暑校,,,,,,,,, 暑假 在 匹 大 上暑校， 实在 不 想 再 搬 一 次 。
580, hello 大家 好,1,hello,嘿,,,,,,,,, 嘿大家 好
581, 联系 方式 ： email : em@24,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@24
582, 管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,1,meyers management,迈耶斯物业,,,,,,,,, 管理 公司 是 匹兹堡 口碑 很 好 的 迈耶斯物业 ， 维修 速度 非常 快 ， 且 没有 额外 费用
583, 联系 电话 or text ： 412-6518342 jane,2,or text,或者短信,jane,简,,,,,,, 联系 电话 or text ： 412-6518342 jane
584, 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 物业 为 迈耶斯物业 ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。
585, 有意 者 text or call pn-13 better to text first .,2,text or call,短信或者电话,better to text first,最好短信优先,,,,,,, 有意 者 短信或者电话 pn-13 最好短信优先 .
586, 欢迎 email 联系 咨询 。,1,email,电子邮件,,,,,,,,, 欢迎 电子邮件 联系 咨询 。
587, pets 可以 商量 。,1,pets,宠物,,,,,,,,, 宠物可以 商量 。
588, 补充 ： bathroom,1,bathroom,浴室,,,,,,,,, 补充 ： 浴室
589, 这 是 one bedroom apartment .,1,one bedroom apartment,单卧室公寓,,,,,,,,, 这 是 单卧室公寓 .
590, 联系 方式 ： email : em@24,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 : em@24
591, 管理 公司 是 匹兹堡 口碑 很 好 的 meyers management ， 维修 速度 非常 快 ， 且 没有 额外 费用,1,meyers management,迈耶斯物业,,,,,,,,, 管理 公司 是 匹兹堡 口碑 很 好 的迈耶斯物业， 维修 速度 非常 快 ， 且 没有 额外 费用
592, 房子 结构 ： 三 层 楼 house,1,house,住宅,,,,,,,,, 房子 结构 ： 三 层 楼 独栋住宅
593, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。
594, 邮箱 [ url = em@25,1,url,统一资源定位符,,,,,,,,, 邮箱 [ 统一资源定位符 = em@25
595, 【 物业 】 ： meyers management 公司 ， 物业 反应 迅速,1,meyers management,迈耶斯物业,,,,,,,,, 【 物业 】 ： 迈耶斯物业 公司 ， 物业 反应 迅速
596, 【 物业 】 ： meyers management 公司 ， 物业 反应 迅速,1,meyers management,迈耶斯物业,,,,,,,,, 【 物业 】 ： 迈耶斯物业 公司 ， 物业 反应 迅速
597, 房租 在 400-500 usd / 月,1,usd,美刀,,,,,,,,, 房租 在 400-500 美刀 / 月
598, 并且 附近 有 cvs 和 印度 、 韩国 超市 ， 购物 也 方便 。,1,cvs,超市名,,,,,,,,, 并且 附近 有 cvs(超市名) 和 印度 、 韩国 超市 ， 购物 也 方便 。
599, north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。,1,north oakland,北奥克兰,,,,,,,,, 北奥克兰属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。
600, 房租 在 400-500 usd / 月,1,usd,美刀,,,,,,,,, 房租 在 400-500 美刀 / 月
601, ） 即日 起 available ！,1,available,有效,,,,,,,,, ） 即日 起 有效 ！
602, ） 即日 起 available ！,1,available,有效,,,,,,,,, ） 即日 起 有效 ！
603, ［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,2,giant eagle,大老鹰,walnut st,核桃街,,,,,,, ［ 生活 环境 ］ 距 大老鹰 ， 核桃街 步行 约 五 分钟 ， 周边 有 许多 餐厅 。
604, sherwood 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道 。,1,sherwood,谢尔伍德,,,,,,,,, 谢尔伍德 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道 。
605, 有 床 （ queen size ） 和 桌子 椅子 。,1,queen size,大号尺寸的,,,,,,,,, 有 床 （大号尺寸的） 和 桌子 椅子 。
606, 三 层 house ， 带 地下室 。,1,house,住宅,,,,,,,,, 三 层独栋住宅， 带 地下室 。
607, ［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,2,giant eagle,大老鹰,walnut st,核桃街,,,,,,, ［ 生活 环境 ］ 距 大老鹰 ， 核桃街 步行 约 五 分钟 ， 周边 有 许多 餐厅 。
608, 地址 ： chesterfield rd ，,1,chesterfield rd,切斯特菲尔德路,,,,,,,,, 地址 ：切斯特菲尔德路，
609, 并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间 。,1,bus stop,公交站,,,,,,,,, 并且 公交站的 位置 距离 公寓 只 需 四 分钟 的 时间 。
610, 房租 交付 方式 为 check 。,1,check,支票,,,,,,,,, 房租 交付 方式 为 支票 。
611, maintenance request 发出 一 两 天 内 就 会 有 人 来 修 。,1,maintenance request,维修申请,,,,,,,,, 维修申请发出 一 两 天 内 就 会 有 人 来 修 。
612, pittsburgh oakland 地区 豪华 房 出租 ：,1,pittsburgh oakland,匹兹堡奥克兰,,,,,,,,, 匹兹堡奥克兰地区 豪华 房 出租 ：
613, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立 联排楼
614, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮箱： em@23
615, 本人 求 one bed room ， college garden .,2,one bed room,单卧室间,college garden,学校花园,,,,,,, 本人 求单卧室间，学校花园
616, south oakland ， house 一 个 卧室 出租 。,2,south oakland,南奥克兰,house,住宅,,,,,,, 南奥克兰 ， 独栋住宅 一 个 卧室 出租 。
617, house 里 还 有 客厅 ， 厨房 ， 地下室 。,1,house,住宅,,,,,,,,, 独栋住宅 里 还 有 客厅 ， 厨房 ， 地下室 。
618, 三 层 楼 house,1,house,住宅,,,,,,,,, 三 层 楼 独栋住宅
619, 周边 ： 生活 便利 ， 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 生活 便利 ， 附近 有 酒吧和 餐厅 ， 还 有 小 超市 。
620, house 里面 的 人 都 是 不 开 party 的 匹 大学生 。,2,house,住宅,party,聚会,,,,,,, 独栋住宅 里面 的 人 都 是 不 开 聚会 的 匹 大学生 。
621, 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。
622, 公寓 为 south windsor ， 只有 十四 户 。,1,south windsor,南温莎,,,,,,,,, 公寓 为 南温莎 ， 只有 十四 户 。
623, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立联排楼
624, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮件 ： em@23
625, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立联排楼
626, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮件 ： em@23
627, 房东 美国 老头 ， 非常 nice .,1,nice,好,,,,,,,,, 房东 美国 老头 ， 非常 好
628, available from january ， 拎包 入住 ， 一月 房租 免除 ！,1,available from january,到一月有效,,,,,,,,, 从一月起有效， 拎包 入住 ， 一月 房租 免除 ！
629, walnut street 上面 的 小店 和 bar 也 不错 ；,2,walnut street,核桃街,bar,酒吧,,,,,,, 核桃街 上面 的 小店 和酒吧 也 不错 ；
630, house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,1,house,住宅,,,,,,,,, 独栋住宅里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具
631, 附近 有 giant eagle 、 target 和 trader joe's 。,3,giant eagle,大老鹰,target,塔吉特,trader,交易员,,,,, 附近 有 大老鹰 、 塔吉特 和 缺德舅 。
632, house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,住宅,,,,,,,,, 独栋住宅 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。
633, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在 格林菲尔德 。
634, 二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 half bathroom,1,half bathroom,半浴室,,,,,,,,, 二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 半浴室
635, 且 靠近 环境 优美 的 frick park 匹 村 美景 随时 享受,1,frick park,弗里克公园,,,,,,,,, 且 靠近 环境 优美 的弗里克公园 匹 村 美景 随时 享受
636, 楼道 也 每 天 有 management 打扫 ， 维护 ~,1,management,物业,,,,,,,,, 楼道 也 每 天 有物业打扫 ， 维护 ~
637, 大 卧室 住 的 是 pitt 女生 研究生 ， 安静 好 相处 。,1,pitt,匹兹堡大学,,,,,,,,, 大 卧室 住 的 是 匹兹堡大学女生 研究生 ， 安静 好 相处 。
638, apartment 里 有 很多 国人 留学生 ～,1,apartment,公寓,,,,,,,,, 公寓里 有 很多 国人 留学生 ～
639, 坐标 highland park ， 公寓 风景 一流 匹 村 最 佳 。,1,highland park,高地公园,,,,,,,,, 坐标 高地公园 ， 公寓 风景 一流 匹 村 最 佳 。
640, 房租 加上 utility 费用 一共 每 月 $1086 。,1,utility,水电气,,,,,,,,, 房租 加上 水电气 费用 一共 每 月 $1086 。
641, 门口 有 cvs 很 方便 。,1,cvs,超市名,,,,,,,,, 门口 有 cvs(超市名) 很 方便 。
642, 卧室 在 house 二 楼 。,1,house,住宅,,,,,,,,, 卧室 在 独栋住宅 二 楼 。
643, 房子 是 村里 公认 的 好 地段 ， 更多 信息 google 可 得 。,1,google,谷歌,,,,,,,,, 房子 是 村里 公认 的 好 地段 ， 更多 信息谷歌 可 得 。
644, house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具
645, 从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods 。,2,giant eagle,大老鹰,whole foods,全食,,,,,,, 从 公寓 步行 五 分钟 就 可以 到 大型 超市 大老鹰 ， 全食 。
646, 有 床 （ queen size ） 和 桌子 椅子 。,1,queen size,大号尺寸的,,,,,,,,, 有 床 （大号尺寸的） 和 桌子 椅子 。
647, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在格林菲尔德。
648, 餐厅 ： 周围 有 很多 pizza 店,1,pizza,披萨,,,,,,,,, 餐厅 ： 周围 有 很多 披萨 店
649, 如果 有 兴趣 可以 联系 我 email :,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮箱 :
650, 附近 是 little italy 。,1,little italy,小意大利,,,,,,,,, 附近 是 小意大利 。
651, ( prefer 短信 ),1,prefer,比较喜欢,,,,,,,,, ( 比较倾向于 短信 )
652, 联系 方式 ： email ： em@26,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 ： em@26
653, view = public 邮箱 ： em@27,2,view,风景,public,公共,,,,,,, 可见 = 公共 邮箱 ： em@27
654, 干净 一 居室 的 apartment 出租 ，,1,apartment,公寓,,,,,,,,, 干净 一 居室 的 apartment 出租 ，
655, 管理 公司 ： walnut capital ， 维修 十分 及时,1,walnut capital,核桃资产,,,,,,,,, 管理 公司 ： 核桃资产 ， 维修 十分 及时
656, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在 格林菲尔德 。
657, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10
658, house 里面 的 一 个 卧室 ， 现在 就 可 入住,1,house,住宅,,,,,,,,, 独栋住宅  里面 的 一 个 卧室 ， 现在 就 可 入住
659, 可 步行 至 匹 大 主 校区 各 个 学院 ， 距离 hillman library 步行 5-10 分钟 。,1,hillman library,希尔曼图书馆,,,,,,,,, 可 步行 至 匹 大 主 校区 各 个 学院 ， 距离希尔曼图书馆 步行 5-10 分钟 。
660, 请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 pn-14 ， em@28,1,mozart,莫扎特,,,,,,,,, 请 大家 直接 去 联系莫扎特 公司 ， 公司 联系 方式 是 pn-14 ， em@28
661, 我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart 。,1,mozart,莫扎特,,,,,,,,, 我们 都 是 匹 大学生 ， 租房 请 直接 联系 莫扎特 。
662, manager 人 非常 nice 。,2,manager,经理,nice,好,,,,,,, 经理 人 非常好 。
663, house 里面 的 一 个 卧室,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 个 卧室
664, 这个 一 室 一 厅 处于 一 个 三 楼 house 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。,1,house,住宅,,,,,,,,, 这个 一 室 一 厅 处于 一 个 三 楼 独栋住宅 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。
665, house 里面 的 一 个 客厅,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 个 客厅
666, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在格林菲尔德 。
667, 此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,1,house,住宅,,,,,,,,, 此 房间 位于 三 层 楼 的 独栋住宅 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。
668, floor plan 见 ：,1,floor plan,平面图,,,,,,,,, 平面图见 ：
669, 现有 两 女生 ， 都 是 在 读 匹 大 phd ， 很 好 相处 。,1,phd,博士,,,,,,,,, 现有 两 女生 ， 都 是 在 读 匹 大 博士 ， 很 好 相处 。
670, update 联系 方式 ： em@29,1,update,更新,,,,,,,,, 更新 联系 方式 ： em@29
671, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10
672, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！
673, oakland 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,1,oakland,奥克兰,,,,,,,,, 奥克兰 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的
674, 往返 匹 大 cathedral of learning,1,cathedral of learning,学习大教堂,,,,,,,,, 往返 匹 大 学习大教堂
675, 如果 有 兴趣 可以 给 我 email ： em@30,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 给 我 电子邮件 ： em@30
676, （ 我 的 这个 房间 是 没有 阳台 的 （ balcony ） ）,1,balcony,阳台,,,,,,,,, （ 我 的 这个 房间 是 没有 阳台 的 （阳台 ） ）
677, 紧邻 cvs ， 和 south craig street 上 众多 餐馆 。,2,cvs,超市名,south craig street,南克列戈街,,,,,,, 紧邻 cvs(超市名) ， 和 南克列戈街 上 众多 餐馆 。
678, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！
679, single house : 房子 宽敞 明亮 !,1,single house,单独住宅,,,,,,,,, 单独住宅: 房子 宽敞 明亮 !
680, 新 安装 的 地板 ， 带 家具 ， full size 的 大 床 。,1,full size,全尺寸大小,,,,,,,,, 新 安装 的 地板 ， 带 家具 ， 全尺寸大小的 大 床 。
681, 新 安装 的 地板 ， 带 家具 ， full size 的 大 床 ， 房间 里 有 空调 。,1,full size,全尺寸大小,,,,,,,,, 新 安装 的 地板 ， 带 家具 ，全尺寸大小 的 大 床 ， 房间 里 有 空调 。
682, 需要 share bathroom 。,1,share bathroom,共享浴室,,,,,,,,, 需要 共享浴室。
683, 需要 人 现在 pittsburgh 签 房子 。,1,pittsburgh,匹兹堡,,,,,,,,, 需要 人 现在匹兹堡 签 房子 。
684, 地址 （ 可以 google map 上 查看 环境 ) :,1,google map,谷歌地图,,,,,,,,, 地址 （ 可以谷歌地图 上 查看 环境 ) :
685, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10
686, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18
687, 三 层 楼 house,1,house,住宅,,,,,,,,, 三 层 楼 独栋住宅
688, 厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,2,share,共享,nice,好,,,,,,, 厨房 卫生间 ： 可能 与 另 一 个 房间 的 人共享 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很好 ， 很 爱 干净 。
689, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有酒吧 和 餐厅 ， 还 有 小 超市 。
690, 房子 结构 ： 三 层 楼 house,1,house,住宅,,,,,,,,, 房子 结构 ： 三 层 楼 独栋住宅
691, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有酒吧 和 餐厅 ， 还 有 小 超市 。
692, 房间 位 于 house 三 层 楼 的 第三 层 。,1,house,住宅,,,,,,,,, 房间 位 于 独栋住宅 三 层 楼 的 第三 层 。
693, 顶 一下 ， 走路 十 分钟 左右 有 cvs 超市,1,cvs,超市名,,,,,,,,, 顶 一下 ， 走路 十 分钟 左右 有 cvs(超市名) 超市
694, 有意 租房 者 请 email 或 微 信 联系 ， 谢谢 ！,1,email,电子邮件,,,,,,,,, 有意 租房 者 请 电子邮件 或 微 信 联系 ， 谢谢 ！
695, 有意 租房 者 请 email 或 微 信 联系 。,1,email,电子邮件,,,,,,,,, 有意 租房 者 请 电子邮件 或 微 信 联系 。
696, 附近 的 初中 jefferson middle school 和 高中 mt.,1,jefferson middle school,杰弗逊中学,,,,,,,,, 附近 的 初中杰弗逊中学和 高中 mt.
697, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11
698, 公寓 在 centre ave 。,1,centre ave,中街,,,,,,,,, 公寓 在 中街。
699, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！
700, 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 不 包括 水电气 水 / 电 / 气 ） 。
701, 房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,1,house,住宅,,,,,,,,, 房子 是 一 个 大 独栋住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便 。
702, 大 院子 和 front porch 。,1,front porch,前廊,,,,,,,,, 大 院子 和 前廊。
703, 需要 share bathroom 。,1,share bathroom,共享浴室,,,,,,,,, 需要共享浴室。
704, 需要 人 现在 pittsburgh 签 房子 。,1,pittsburgh,匹兹堡,,,,,,,,, 需要 人 现在 匹兹堡 签 房子 。
705, 需要 share bathroom 。,1,share bathroom,共享浴室,,,,,,,,, 需要共享浴室 。
706, 需要 人 现在 pittsburgh 签 房子 。,1,pittsburgh,匹兹堡,,,,,,,,, 需要 人 现在匹兹堡 签 房子 。
